city,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,room_type,property_type,accommodates,bathrooms,bedrooms,beds,price,price_per_person,high_availability,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_location,reviews_per_month,host_is_superhost,instant_bookable,calculated_host_listings_count,host_since,first_review,last_review
Valencia,CABANYAL-CANYAMELAR,POBLATS MARITIMS,39.46787,-0.33028,Entire home/apt,Entire loft,4,1.0,1.0,2.0,101.0,25.25,False,11,300,91,437,4.91,4.79,5.03,True,True,2,2018-03-27,2018-08-09,2025-09-04
Valencia,SANT FRANCESC,CIUTAT VELLA,39.47177,-0.3708,Private room,Private room in condo,1,1.5,1.0,1.0,28.0,28.0,False,2,365,46,169,4.6,4.93,2.0,False,False,2,2011-01-14,2018-10-14,2025-09-06
Valencia,MONT-OLIVET,QUATRE CARRERES,39.45794,-0.36647,Private room,Private room in rental unit,1,1.0,1.0,1.0,16.0,16.0,True,32,350,199,22,4.95,4.73,0.27,True,False,4,2017-05-09,2019-01-31,2025-09-08
Valencia,CAMI REAL,JESUS,39.43906,-0.39006,Private room,Private room in rental unit,2,1.0,1.0,1.0,26.0,13.0,False,2,30,43,190,4.68,4.31,2.18,True,True,6,2018-03-10,2018-08-03,2025-09-01
Valencia,LA PUNTA,QUATRE CARRERES,39.44806,-0.33585,Private room,Private room in rental unit,2,0.5,4.0,2.0,24.0,12.0,True,365,365,364,2,4.5,3.5,0.02,False,False,2,2011-07-26,2018-08-07,2019-06-30
Valencia,SOTERNES,L'OLIVERETA,39.47028,-0.4124,Private room,Private room in home,1,1.0,1.0,1.0,25.0,25.0,False,11,730,1,15,4.87,4.87,0.84,True,False,1,2014-10-05,2024-04-06,2024-12-17
Valencia,CABANYAL-CANYAMELAR,POBLATS MARITIMS,39.46611,-0.33078,Entire home/apt,Entire rental unit,4,1.0,2.0,3.0,135.0,33.75,True,1,1125,319,25,4.12,4.64,0.32,False,True,66,2016-09-29,2019-04-08,2023-06-16
Valencia,MORVEDRE,LA SAIDIA,39.48593,-0.37425,Entire home/apt,Entire rental unit,4,1.0,3.0,3.0,75.0,18.75,False,5,21,0,20,4.5,4.55,0.23,False,False,4,2010-09-01,2018-08-09,2025-07-21
Valencia,NA ROVELLA,QUATRE CARRERES,39.45795,-0.36009,Entire home/apt,Entire loft,6,2.0,2.0,3.0,113.0,18.83,True,11,1125,281,262,4.78,4.83,3.03,True,True,1,2018-08-06,2018-08-18,2025-09-07
Valencia,RUSSAFA,L'EIXAMPLE,39.46299,-0.3706,Entire home/apt,Entire rental unit,4,1.0,2.0,2.0,139.0,34.75,False,3,10,124,148,4.73,4.92,1.74,False,False,1,2017-01-31,2018-10-05,2025-09-05
Valencia,LA SEU,CIUTAT VELLA,39.47687,-0.37646,Entire home/apt,Entire rental unit,5,1.0,3.0,3.0,205.0,41.0,True,1,365,335,122,4.85,4.98,1.49,True,True,12,2012-08-04,2019-01-02,2025-08-30
Valencia,CABANYAL-CANYAMELAR,POBLATS MARITIMS,39.47458,-0.33298,Entire home/apt,Entire rental unit,5,1.0,2.0,4.0,149.0,29.8,True,1,1125,342,23,4.3,4.35,0.27,False,False,34,2014-02-08,2018-09-15,2025-01-01
Valencia,RUSSAFA,L'EIXAMPLE,39.4638,-0.37217,Entire home/apt,Entire rental unit,4,1.0,1.0,3.0,180.0,45.0,False,1,1125,11,23,4.3,4.78,0.29,False,True,32,2017-06-08,2019-02-17,2025-02-01
Valencia,RUSSAFA,L'EIXAMPLE,39.46392,-0.37268,Entire home/apt,Entire rental unit,5,1.0,2.0,3.0,200.0,40.0,False,1,1125,4,19,4.37,4.47,0.36,False,True,32,2017-06-08,2021-06-06,2025-08-07
Valencia,CABANYAL-CANYAMELAR,POBLATS MARITIMS,39.46453,-0.32909,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,117.0,58.5,False,7,90,84,26,4.81,4.92,0.52,True,True,3,2016-11-12,2021-08-13,2025-09-11
Valencia,ELS ORRIOLS,RASCANYA,39.49194,-0.37071,Entire home/apt,Entire home,3,1.5,1.0,4.0,90.0,30.0,False,14,1125,115,71,4.68,4.32,0.82,True,False,3,2016-08-16,2018-08-15,2025-08-27
Valencia,LA SEU,CIUTAT VELLA,39.47525,-0.37686,Entire home/apt,Entire rental unit,3,1.0,1.0,2.0,111.0,37.0,False,5,1125,36,44,4.89,4.95,0.51,True,False,3,2018-03-08,2018-08-24,2025-09-04
Valencia,MONT-OLIVET,QUATRE CARRERES,39.45885,-0.35903,Entire home/apt,Entire rental unit,5,1.0,3.0,3.0,86.0,17.2,False,2,1125,143,145,4.57,4.73,1.69,False,True,3,2018-08-10,2018-09-08,2025-09-01
Valencia,SAFRANAR,PATRAIX,39.46115,-0.39569,Private room,Private room in rental unit,1,1.0,1.0,1.0,24.0,24.0,False,1,40,42,16,4.44,4.69,0.19,False,False,1,2018-08-28,2018-08-29,2024-06-19
Valencia,SANT ANTONI,LA SAIDIA,39.487434,-0.3721014,Entire home/apt,Entire home,4,1.0,3.0,4.0,143.0,35.75,True,2,365,277,0,,,,False,True,1,2016-05-15,,
Valencia,AIORA,CAMINS AL GRAU,39.4656,-0.34374,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,109.0,27.25,True,4,10,297,438,4.93,4.76,5.09,True,False,2,2013-09-11,2018-09-02,2025-09-17
Valencia,EL BOTANIC,EXTRAMURS,39.47451,-0.38523,Entire home/apt,Entire loft,4,1.0,2.0,2.0,127.0,31.75,True,3,300,181,96,4.86,4.88,1.13,False,False,1,2018-08-29,2018-09-24,2025-09-18
Valencia,CABANYAL-CANYAMELAR,POBLATS MARITIMS,39.46956,-0.32449,Entire home/apt,Entire home,6,1.5,3.0,5.0,132.0,22.0,True,4,300,290,135,4.78,4.89,1.57,True,False,3,2018-05-17,2018-09-09,2025-09-09
Valencia,RUSSAFA,L'EIXAMPLE,39.4614,-0.37522,Entire home/apt,Entire rental unit,6,2.5,3.0,5.0,192.0,32.0,False,2,1125,89,165,4.79,4.9,1.93,True,False,1,2014-06-15,2018-09-22,2025-06-20
Valencia,EL MERCAT,CIUTAT VELLA,39.47446,-0.37782,Entire home/apt,Entire rental unit,6,1.0,2.0,4.0,112.0,18.67,False,3,7,58,207,4.77,4.98,2.45,False,False,1,2016-02-16,2018-10-19,2025-09-07
Valencia,TORREFIEL,RASCANYA,39.49536,-0.3718,Private room,Private room in rental unit,2,1.0,1.0,1.0,20.0,10.0,True,10,360,301,41,4.85,4.32,0.48,False,False,1,2018-09-09,2018-09-14,2025-06-30
Valencia,LA MALVA-ROSA,POBLATS MARITIMS,39.48014,-0.32811,Entire home/apt,Entire rental unit,5,1.0,3.0,4.0,78.0,15.6,False,5,1125,27,143,4.29,3.41,1.67,False,False,10,2018-09-07,2018-09-16,2025-09-08
Valencia,EL MERCAT,CIUTAT VELLA,39.4734041,-0.3801941,Entire home/apt,Entire rental unit,4,1.0,2.0,3.0,133.0,33.25,False,2,30,41,2,5.0,5.0,0.15,True,True,2,2017-10-04,2024-08-12,2025-03-20
Valencia,EL SALER,POBLATS DEL SUD,39.36478,-0.32162,Entire home/apt,Entire condo,5,3.0,3.0,3.0,175.0,35.0,False,2,1125,71,31,4.94,4.84,0.36,True,False,2,2017-10-04,2018-09-23,2025-08-26
Valencia,SANT FRANCESC,CIUTAT VELLA,39.4702,-0.37311,Entire home/apt,Entire serviced apartment,4,1.5,1.0,2.0,123.0,30.75,False,1,330,39,328,4.77,4.97,3.86,False,False,1,2016-10-28,2018-09-30,2025-08-13
Valencia,ARRANCAPINS,EXTRAMURS,39.46592,-0.38713,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,75.0,18.75,True,1,10,245,177,4.37,4.7,2.12,False,True,2,2014-06-02,2018-11-13,2025-09-06
Valencia,EN CORTS,QUATRE CARRERES,39.4574,-0.3708,Hotel room,Room in hostel,1,1.5,1.0,1.0,20.0,20.0,False,1,365,120,120,4.79,4.65,1.42,True,True,3,2016-11-17,2018-10-13,2025-09-16
Valencia,RUSSAFA,L'EIXAMPLE,39.46324,-0.36872,Entire home/apt,Entire rental unit,7,2.0,3.0,7.0,316.0,45.14,True,2,30,231,68,4.87,4.94,0.81,True,True,11,2018-10-04,2018-11-11,2025-09-02
Valencia,LA ROQUETA,EXTRAMURS,39.46467,-0.37883,Entire home/apt,Entire rental unit,6,2.0,2.0,4.0,191.0,31.83,True,2,1125,317,6,3.83,4.33,0.07,False,True,27,2016-03-15,2018-11-25,2024-07-14
Valencia,LA ROQUETA,EXTRAMURS,39.46598,-0.38079,Entire home/apt,Entire rental unit,4,1.5,2.0,3.0,122.0,30.5,False,4,10,170,260,4.85,4.78,3.39,True,False,4,2016-08-20,2019-06-11,2025-09-04
Valencia,EN CORTS,QUATRE CARRERES,39.45594,-0.371563,Private room,Private room in rental unit,3,1.0,1.0,3.0,72.0,24.0,True,2,1125,332,21,5.0,4.86,0.27,False,False,2,2017-08-12,2019-04-21,2025-05-04
Valencia,EN CORTS,QUATRE CARRERES,39.45486,-0.37307,Private room,Private room in rental unit,2,1.0,1.0,2.0,60.0,30.0,True,2,1125,331,24,5.0,4.88,0.31,False,False,2,2017-08-12,2019-05-05,2025-08-08
Valencia,ARRANCAPINS,EXTRAMURS,39.46232,-0.38524,Private room,Private room in rental unit,2,2.0,1.0,1.0,30.0,15.0,False,2,17,76,23,4.87,4.91,0.27,False,False,1,2018-10-29,2018-11-05,2019-11-17
Valencia,EL BOTANIC,EXTRAMURS,39.47371,-0.38681,Entire home/apt,Entire rental unit,5,1.0,2.0,3.0,120.0,24.0,False,5,10,49,23,4.61,5.0,0.28,False,False,2,2016-07-03,2018-11-19,2023-05-12
Valencia,L'ILLA PERDUDA,ALGIROS,39.47183,-0.34075,Entire home/apt,Entire rental unit,6,1.0,3.0,4.0,141.0,23.5,False,11,1125,135,129,4.74,4.57,1.6,False,False,9,2016-12-06,2019-02-12,2025-08-23
Valencia,AIORA,CAMINS AL GRAU,39.46583,-0.34265,Private room,Private room in rental unit,2,1.0,1.0,1.0,70.0,35.0,False,30,1125,13,54,4.44,4.35,0.66,True,True,1,2018-11-06,2018-12-31,2025-08-29
Valencia,EL CARME,CIUTAT VELLA,39.47847,-0.37717,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,109.0,54.5,False,1,365,46,1,5.0,4.0,0.01,False,True,23,2016-11-02,2019-01-05,2019-01-05
Valencia,EL CARME,CIUTAT VELLA,39.47791,-0.37718,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,98.0,49.0,False,1,365,57,1,5.0,5.0,0.01,False,True,23,2016-11-02,2019-08-21,2019-08-21
Valencia,BETERO,POBLATS MARITIMS,39.47029,-0.33617,Private room,Private room in rental unit,2,2.0,2.0,2.0,28.0,14.0,True,12,1125,311,37,4.92,4.92,0.45,False,False,2,2014-10-17,2018-12-02,2025-06-06
Valencia,ARRANCAPINS,EXTRAMURS,39.46367,-0.38376,Private room,Private room in home,2,3.0,1.0,1.0,29.0,14.5,False,2,30,163,218,4.44,4.8,2.63,True,True,6,2018-03-10,2018-12-02,2025-09-20
Valencia,L'ILLA PERDUDA,ALGIROS,39.47082,-0.34207,Private room,Private room in rental unit,2,1.5,1.0,1.0,38.0,19.0,True,7,60,298,146,4.82,4.76,1.76,False,False,2,2018-08-26,2018-12-08,2025-09-02
Valencia,RUSSAFA,L'EIXAMPLE,39.45831,-0.37561,Entire home/apt,Entire condo,3,1.0,2.0,2.0,137.0,45.67,True,3,90,221,52,4.73,4.9,0.63,False,False,3,2013-10-05,2018-12-02,2025-09-10
Valencia,SANT ANTONI,LA SAIDIA,39.48776,-0.37453,Private room,Private room in rental unit,2,1.0,1.0,1.0,72.0,36.0,True,3,7,361,35,4.69,4.57,0.43,False,False,1,2018-10-30,2019-02-01,2023-05-02
Valencia,RUSSAFA,L'EIXAMPLE,39.46275,-0.36934,Entire home/apt,Entire loft,2,1.0,0.0,1.0,105.0,52.5,True,3,60,233,58,4.41,4.78,0.76,False,True,3,2013-10-05,2019-06-21,2024-12-04
Valencia,RUSSAFA,L'EIXAMPLE,39.46302,-0.36944,Entire home/apt,Entire loft,2,1.0,0.0,2.0,90.0,45.0,True,3,90,252,25,4.56,4.92,0.34,False,True,4,2011-08-04,2019-08-13,2025-09-06
Valencia,RUSSAFA,L'EIXAMPLE,39.46294,-0.36812,Entire home/apt,Entire loft,2,1.0,0.0,2.0,90.0,45.0,True,3,90,237,37,4.46,4.89,0.46,False,True,4,2011-08-04,2019-03-03,2025-04-22
Valencia,NOU MOLES,L'OLIVERETA,39.47146,-0.39546,Private room,Private room in home,1,1.5,1.0,1.0,22.0,22.0,True,14,90,232,22,4.64,4.64,0.32,True,False,1,2018-07-09,2020-02-25,2025-07-23
Valencia,L'ILLA PERDUDA,ALGIROS,39.47059,-0.34191,Private room,Private room in rental unit,2,1.5,1.0,1.0,36.0,18.0,True,5,60,331,127,4.87,4.75,1.58,False,False,2,2018-08-26,2019-02-23,2025-09-13
Valencia,RUSSAFA,L'EIXAMPLE,39.45809,-0.37641,Private room,Private room in rental unit,2,1.0,1.0,1.0,45.0,22.5,False,2,40,8,171,4.91,4.78,2.08,True,True,1,2018-11-25,2018-12-23,2025-08-11
Valencia,CABANYAL-CANYAMELAR,POBLATS MARITIMS,39.467073,-0.3308241,Entire home/apt,Entire rental unit,4,0.0,2.0,2.0,108.0,27.0,False,3,11,4,53,4.92,4.91,0.65,True,False,1,2018-12-09,2019-01-01,2025-09-04
Valencia,MORVEDRE,LA SAIDIA,39.48177,-0.37552,Entire home/apt,Entire loft,3,1.0,1.0,2.0,127.0,42.33,False,2,15,144,177,4.81,4.94,2.16,True,True,1,2018-12-11,2019-01-01,2025-09-11
Valencia,CABANYAL-CANYAMELAR,POBLATS MARITIMS,39.47232,-0.33285,Entire home/apt,Entire home,4,1.0,2.0,3.0,80.0,20.0,False,2,60,123,256,4.59,4.6,3.12,False,False,2,2017-03-07,2019-01-01,2025-09-07
Valencia,NOU MOLES,L'OLIVERETA,39.47016,-0.39824,Private room,Private room in rental unit,1,1.5,1.0,1.0,25.0,25.0,False,1,1125,44,127,4.8,4.64,1.79,False,False,1,2018-12-16,2019-11-24,2025-09-17
Valencia,LA SEU,CIUTAT VELLA,39.4772,-0.37555,Entire home/apt,Entire rental unit,3,1.0,1.0,1.0,90.0,30.0,True,1,1125,347,51,4.84,4.96,0.62,False,False,1,2017-06-25,2019-01-02,2025-09-21
Valencia,SANT FRANCESC,CIUTAT VELLA,39.46895,-0.37669,Entire home/apt,Entire rental unit,11,2.0,4.0,8.0,254.0,23.09,False,2,1000,136,142,4.39,4.96,1.73,False,True,1,2018-12-20,2018-12-28,2025-08-06
Valencia,SANT FRANCESC,CIUTAT VELLA,39.47228,-0.37624,Entire home/apt,Entire rental unit,2,1.0,1.0,1.0,143.0,71.5,True,1,365,301,215,4.79,4.91,2.63,True,True,1,2018-12-22,2019-01-03,2025-09-20
Valencia,CABANYAL-CANYAMELAR,POBLATS MARITIMS,39.47066,-0.32407,Entire home/apt,Entire rental unit,3,1.0,2.0,2.0,190.0,63.33,False,3,1125,67,170,4.79,4.86,2.13,True,False,1,2019-01-02,2019-03-04,2025-09-19
Valencia,L'HORT DE SENABRE,JESUS,39.45303,-0.38783,Private room,Private room in rental unit,2,1.0,1.0,1.0,57.0,28.5,False,2,15,53,133,4.98,4.79,1.65,True,False,2,2019-01-02,2019-02-05,2025-09-10
Valencia,EL CARME,CIUTAT VELLA,39.47752,-0.37703,Entire home/apt,Entire home,3,2.5,2.0,2.0,100.0,33.33,False,28,90,138,197,4.84,4.95,2.46,False,True,1,2022-01-27,2019-03-03,2025-09-10
Valencia,EL BOTANIC,EXTRAMURS,39.47706,-0.38467,Entire home/apt,Entire rental unit,4,2.0,2.0,3.0,300.0,75.0,True,7,14,270,0,,,,False,True,1,2016-11-01,,
Valencia,LA PETXINA,EXTRAMURS,39.47131,-0.38697,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,98.0,24.5,True,5,1125,294,81,4.86,4.93,1.02,True,True,3,2016-01-12,2019-03-20,2025-09-08
Valencia,CABANYAL-CANYAMELAR,POBLATS MARITIMS,39.4748,-0.33147,Entire home/apt,Entire loft,4,1.5,2.0,2.0,108.0,27.0,False,4,1125,60,129,4.55,4.54,1.61,False,False,1,2014-02-17,2019-03-03,2025-09-10
Valencia,CABANYAL-CANYAMELAR,POBLATS MARITIMS,39.46526,-0.33027,Entire home/apt,Entire home,4,2.5,2.0,3.0,403.0,100.75,False,2,1125,140,175,4.89,4.86,2.17,True,True,1,2019-01-10,2019-02-15,2025-08-28
Valencia,CABANYAL-CANYAMELAR,POBLATS MARITIMS,39.47091,-0.33136,Entire home/apt,Entire loft,2,1.0,1.0,1.0,80.0,40.0,False,11,25,29,188,4.77,4.66,2.33,True,False,2,2013-09-19,2019-02-12,2025-08-17
Valencia,L'HORT DE SENABRE,JESUS,39.45322,-0.38944,Private room,Private room in rental unit,2,1.0,1.0,2.0,50.0,25.0,False,2,15,57,68,4.94,4.66,0.84,True,False,2,2019-01-02,2019-01-27,2025-08-22
Valencia,ARRANCAPINS,EXTRAMURS,39.46899,-0.38987,Private room,Private room in rental unit,1,1.0,1.0,1.0,50.0,50.0,True,2,4,353,20,5.0,4.9,0.25,False,False,1,2019-01-14,2019-02-02,2025-03-16
Valencia,EL MERCAT,CIUTAT VELLA,39.47316,-0.37842,Entire home/apt,Entire rental unit,4,1.0,2.0,3.0,174.0,43.5,True,2,60,332,37,4.57,4.95,0.47,True,True,1,2019-01-15,2019-03-24,2025-09-05
Valencia,PATRAIX,PATRAIX,39.46693,-0.39426,Private room,Private room in condo,1,1.0,1.0,1.0,39.0,39.0,False,2,15,16,237,4.89,4.76,3.5,True,False,1,2016-06-14,2020-03-04,2025-09-20
Valencia,EL GRAU,POBLATS MARITIMS,39.46035,-0.33488,Entire home/apt,Entire rental unit,8,2.0,4.0,7.0,212.0,26.5,False,2,31,112,142,4.52,4.64,1.79,False,False,1,2019-01-16,2019-03-19,2025-08-31
Valencia,SANT MARCEL.LI,JESUS,39.4456668,-0.3927933,Private room,Private room in rental unit,2,1.0,1.0,1.0,38.0,19.0,True,2,30,356,40,4.88,4.7,1.13,False,False,2,2016-04-29,2022-10-30,2025-07-13
Valencia,EL CARME,CIUTAT VELLA,39.48107,-0.38086,Entire home/apt,Entire loft,4,1.0,1.0,2.0,114.0,28.5,True,1,1125,328,78,4.69,4.81,0.96,False,True,11,2014-09-15,2019-02-04,2025-09-03
Valencia,ARRANCAPINS,EXTRAMURS,39.46954,-0.38915,Entire home/apt,Entire rental unit,4,1.0,2.0,2.0,137.0,34.25,False,1,365,33,264,4.79,4.68,3.31,True,False,8,2014-07-08,2019-03-11,2025-09-01
Valencia,NA ROVELLA,QUATRE CARRERES,39.45283,-0.36783,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,128.0,32.0,False,4,60,119,20,4.55,4.2,0.26,False,False,6,2018-05-17,2019-05-22,2025-08-17
Valencia,RUSSAFA,L'EIXAMPLE,39.46276736613517,-0.3706177460327131,Entire home/apt,Entire rental unit,3,1.0,1.0,2.0,140.0,46.67,True,2,1125,224,40,4.85,4.9,4.03,True,True,4,2014-08-30,2024-12-01,2025-09-19
Valencia,NA ROVELLA,QUATRE CARRERES,39.45654,-0.36243,Entire home/apt,Entire rental unit,6,1.0,2.0,4.0,270.0,45.0,False,4,30,5,30,4.37,4.53,0.37,False,False,2,2016-07-16,2019-02-21,2025-04-18
Valencia,NA ROVELLA,QUATRE CARRERES,39.45654,-0.36243,Entire home/apt,Entire rental unit,3,1.0,0.0,2.0,179.0,59.67,False,4,30,1,22,4.64,4.59,0.27,False,False,2,2016-07-16,2019-02-26,2024-03-31
Valencia,RUSSAFA,L'EIXAMPLE,39.46052,-0.37788,Entire home/apt,Entire rental unit,5,1.5,3.0,4.0,160.0,32.0,False,30,360,0,15,4.73,5.0,0.19,False,False,4,2012-09-27,2019-04-24,2025-04-07
Valencia,CABANYAL-CANYAMELAR,POBLATS MARITIMS,39.46851,-0.33033,Entire home/apt,Entire rental unit,3,1.0,1.0,2.0,80.0,26.67,True,3,90,243,94,4.63,4.8,1.17,False,True,1,2019-01-25,2019-02-18,2025-08-30
Valencia,LA PETXINA,EXTRAMURS,39.47615,-0.39143,Private room,Private room in rental unit,1,1.0,1.0,1.0,54.0,54.0,False,5,365,78,347,4.79,4.68,4.28,False,False,1,2016-09-29,2019-01-30,2025-09-19
Valencia,TRES FORQUES,L'OLIVERETA,39.46611,-0.39898,Entire home/apt,Entire rental unit,4,1.0,2.0,2.0,83.0,20.75,True,3,11,289,213,4.94,4.63,2.65,True,False,3,2013-08-01,2019-02-21,2025-09-16
Valencia,LA MALVA-ROSA,POBLATS MARITIMS,39.482082,-0.326956,Private room,Private room in condo,1,1.5,1.0,1.0,38.0,38.0,True,11,730,265,33,4.73,4.85,0.49,False,False,3,2011-06-28,2020-03-20,2025-01-16
Valencia,ARRANCAPINS,EXTRAMURS,39.46468,-0.38492,Entire home/apt,Entire rental unit,4,2.0,2.0,3.0,173.0,43.25,True,59,1125,266,1,5.0,5.0,0.01,False,False,1,2019-01-28,2019-06-25,2019-06-25
Valencia,NOU MOLES,L'OLIVERETA,39.47354,-0.3948,Entire home/apt,Entire rental unit,6,2.0,3.0,3.0,161.0,26.83,False,3,1125,164,37,4.68,4.54,0.47,False,False,1,2019-01-29,2019-04-25,2025-08-03
Valencia,LA ROQUETA,EXTRAMURS,39.46524,-0.37969,Entire home/apt,Entire condo,6,2.0,2.0,4.0,99.0,16.5,False,4,28,6,140,4.88,4.91,1.73,True,False,1,2011-03-14,2019-02-05,2025-09-04
Valencia,LA XEREA,CIUTAT VELLA,39.47449,-0.36981,Entire home/apt,Entire rental unit,3,1.0,2.0,2.0,86.0,28.67,True,3,10,248,138,4.62,4.72,1.73,False,False,1,2019-02-04,2019-03-13,2025-08-23
Valencia,BENIMACLET,BENIMACLET,39.48572,-0.36381,Entire home/apt,Entire rental unit,5,2.0,3.0,3.0,125.0,25.0,False,5,15,163,220,4.86,4.8,2.75,True,False,1,2016-08-27,2019-02-26,2025-09-19
Valencia,PATRAIX,PATRAIX,39.46735,-0.393,Entire home/apt,Entire rental unit,4,2.0,2.0,2.0,164.0,41.0,False,1,124,49,51,4.84,4.63,0.65,False,True,1,2019-02-09,2019-05-04,2025-07-10
Valencia,EL BOTANIC,EXTRAMURS,39.47443,-0.38555,Entire home/apt,Entire loft,2,1.0,1.0,1.0,111.0,55.5,True,1,365,313,123,4.5,4.69,1.56,False,True,79,2018-08-27,2019-04-12,2025-08-29
Valencia,EL BOTANIC,EXTRAMURS,39.47504,-0.38545,Entire home/apt,Entire loft,2,1.0,0.0,1.0,118.0,59.0,True,1,365,335,107,4.32,4.65,1.36,False,True,79,2018-08-27,2019-04-07,2025-08-05
Valencia,EL BOTANIC,EXTRAMURS,39.47463,-0.38542,Entire home/apt,Entire loft,2,1.0,0.0,1.0,146.0,73.0,True,1,365,324,150,4.35,4.73,1.94,False,True,79,2018-08-27,2019-05-20,2025-08-17
Valencia,TRES FORQUES,L'OLIVERETA,39.4645201827791,-0.3990882262587547,Entire home/apt,Entire home,6,1.5,2.0,5.0,96.0,16.0,False,3,365,158,0,,,,False,False,2,2019-01-28,,
Valencia,AIORA,CAMINS AL GRAU,39.46484,-0.34472,Entire home/apt,Entire rental unit,6,2.0,3.0,3.0,136.0,22.67,False,2,1125,156,133,4.58,4.58,1.75,True,False,1,2014-09-29,2019-07-04,2025-09-21
Valencia,LA PETXINA,EXTRAMURS,39.47403,-0.39124,Entire home/apt,Entire rental unit,5,1.0,3.0,3.0,108.0,21.6,True,2,1125,199,247,4.77,4.76,3.1,True,False,1,2015-03-03,2019-03-10,2025-09-08
Valencia,CABANYAL-CANYAMELAR,POBLATS MARITIMS,39.47048002322403,-0.3282552846557651,Entire home/apt,Entire loft,2,1.0,0.0,1.0,115.0,57.5,True,10,650,328,1,5.0,5.0,1.0,False,False,3,2015-11-02,2025-08-27,2025-08-27
Valencia,CABANYAL-CANYAMELAR,POBLATS MARITIMS,39.47042465209961,-0.3308770060539245,Entire home/apt,Entire rental unit,4,1.0,3.0,4.0,140.0,35.0,False,3,90,6,297,4.92,4.69,3.73,True,False,3,2018-07-24,2019-03-10,2025-09-19
Valencia,ARRANCAPINS,EXTRAMURS,39.46747,-0.38651,Entire home/apt,Entire condo,3,1.0,2.0,2.0,101.0,33.67,False,5,1125,17,17,4.24,4.71,0.21,False,True,70,2017-03-29,2019-03-06,2024-06-30
Valencia,EL CARME,CIUTAT VELLA,39.47689,-0.38054,Entire home/apt,Entire rental unit,4,1.0,1.0,1.0,81.0,20.25,False,11,1125,140,245,4.67,4.97,3.08,False,True,1,2019-02-18,2019-03-14,2025-09-15
Valencia,RUSSAFA,L'EIXAMPLE,39.46354,-0.3685,Entire home/apt,Entire rental unit,8,2.0,3.0,7.0,418.0,52.25,False,2,30,10,63,4.87,4.95,0.8,True,True,11,2018-10-04,2019-03-31,2025-09-03
Valencia,TORMOS,LA SAIDIA,39.48805,-0.37968,Entire home/apt,Entire rental unit,7,2.0,3.0,4.0,130.0,18.57,False,20,90,37,262,4.85,4.62,3.3,True,False,3,2015-02-12,2019-03-17,2025-09-17
Valencia,BENIMAMET,POBLATS DE L'OEST,39.50407,-0.42342,Private room,Private room in rental unit,2,1.0,1.0,1.0,37.0,18.5,True,30,350,242,79,4.81,4.68,1.04,True,False,1,2019-01-28,2019-07-07,2024-10-27
Valencia,MORVEDRE,LA SAIDIA,39.48204,-0.37343,Entire home/apt,Entire loft,8,2.0,1.0,8.0,210.0,26.25,False,3,14,81,12,4.58,4.83,0.15,False,False,2,2019-02-20,2019-03-20,2025-07-03
Valencia,LA ROQUETA,EXTRAMURS,39.4665201,-0.3798431,Entire home/apt,Entire home,2,2.0,2.0,3.0,113.0,56.5,False,4,10,146,142,4.95,4.86,1.79,True,False,1,2019-02-21,2019-03-17,2025-09-07
Valencia,EN CORTS,QUATRE CARRERES,39.45556,-0.37158,Private room,Private room in home,2,1.0,1.0,2.0,86.0,43.0,False,2,12,147,94,4.86,4.66,1.18,False,False,1,2019-02-21,2019-03-03,2024-09-25
Valencia,CABANYAL-CANYAMELAR,POBLATS MARITIMS,39.46505209932937,-0.3332673017305191,Entire home/apt,Entire home,4,1.0,1.0,2.0,123.0,30.75,True,3,1125,183,232,4.67,4.71,2.9,False,False,1,2012-09-23,2019-03-03,2025-09-03
Valencia,NA ROVELLA,QUATRE CARRERES,39.45297321301055,-0.3700823113395369,Entire home/apt,Entire rental unit,4,1.0,2.0,2.0,75.0,18.75,True,20,180,243,62,4.71,4.65,0.78,True,False,2,2016-11-16,2019-03-03,2025-08-22
Valencia,LA PETXINA,EXTRAMURS,39.47251,-0.38936,Entire home/apt,Entire loft,2,1.0,1.0,1.0,81.0,40.5,False,3,14,47,276,4.99,4.9,3.54,True,False,1,2017-02-12,2019-04-30,2025-09-16
Valencia,LA ROQUETA,EXTRAMURS,39.46462,-0.3806,Entire home/apt,Entire rental unit,4,1.0,2.0,3.0,169.0,42.25,True,3,361,296,102,4.87,4.74,1.29,True,False,1,2016-06-28,2019-04-03,2025-09-03
Valencia,ARRANCAPINS,EXTRAMURS,39.46785,-0.38956,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,111.0,27.75,True,11,180,181,57,4.84,4.65,0.71,True,True,5,2019-02-27,2019-03-04,2024-09-18
Valencia,CABANYAL-CANYAMELAR,POBLATS MARITIMS,39.47199,-0.32982,Entire home/apt,Entire rental unit,4,1.0,1.0,2.0,60.0,15.0,False,3,730,16,129,4.54,4.63,1.62,False,False,2,2011-05-31,2019-03-14,2025-08-17
